document,lineNum,numSegs,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20
urd-WL-83-174268-11364090-post7,1514,3,اسلام اسلام کا راگ الاپنے سے کچھ نہیں ہوتا ہم حقیقتاُ وہی پسند کرتے ہیں جو ہمارے رسم و رواج ہوتے ہیں۔,مثلاً ونی، کاری، لڑکیوں کو تعلیم سے بے بہرہ رکھنا اور پسند کی شادی پر ڈز۔,رہا آپ والا سوال تو بڑے صاحب بیوہ کو گھر لانے کے بجائے خود کسی بیوہ کے گھر چلے جاتے تو وارثین اوپر اوپر سے شورو غوغا کر کے چُپ اور مطمئن ہوجاتے (ہاں بیوہ کے وارثین کے پیٹ میں پھر مروڑ اُٹھتی)۔,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516101-post123,765,3,اللہ دُنيا کی زبان مُبارک کرے اور باراک دُنيا کے لیے مُبارک ثابت ہوں،,گو اُمّيد تو نہيں ہے پھر بھی ديکھتے ہيں پاکِستان اور امريکہ کے تعلُقات کِس حد تک اِس تبديلی کے تنيجے ميں ہمارے حق ميں ہوتے ہيں,کہ باراک صاحب جو مارٹن لُوتھر کِنگ کے خوابوں کی تعبير ہيں دُنيا کو کيا تعبير ديتے ہيں۔,,,,,,,,,,,,,,,,,
urd-WL-77-174260-11358583-post5,1374,3,لندن ميں رہائش اختيار کرنے کے بعد کی سال تک ميں ہر صبح پہلے ٹيلفون پر اپنے ہر رشتہ دار کی خيرت معلوم کرتی حالانکہ بيشتر نے کبھی ايک بار بھی فون کرکے ہماری خبر نہيں لی پھر مجھے احساس ہوگيا کہ انہيں ہمارا فون کرنا بھی گوارا نہيں ہوتا ہم نے فون کرنا چھوڑ ديا۔,يھاں دو سال سے فرانس ميں رھتے ھوۓ ميں نے بھی يھی محسوس کيا ھے۔,پتھ نھيں کيوں لوگ صرف ھم سے فون کی اُميد رکھتے ھيں۔,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516135-post34,966,3,اگرچہ ممبئی حملے کے بعد پاکستان اور بھارت کے درمیان جاری مذاکراتی عمل میں خلل پیدا ہوا ہے تا ہم پاک بھارت کو یہ مذاکرات جاری رکھنا چاہیں۔,اگر جنگ کی بات کریں گے تو دونوں طرف سے انسانی جانوں کا نقصان ہو گا۔,بھارت کا کہنا ہے کہ ممبئی حملے میں پکڑا گیا پاکستان شہری ہے اور اس نے اردو میں ایک خط بھی پاکستان کو لکھ کر بھیجا ہے لیکن دوسری طرف بھارت نے پہلے جب اس شدت پسند کو پکڑا تو کہا کہ یہ کوئی بہت بڑا انجینئر ہے لیکن اس کے بعد انہوں نے اسے صرف چار جماعت پاس قرار دیا دیکھنے کی بات یہ ہے۔,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516107-post5,837,3,قيام امن اور انساني حقوق کی ذمہ داری صرف عربوں پر، يا مسلمانان عالم پر ہی عائد نہیں ہوتی بلکہ يہ اقوام عالم کا فرض ہے کہ ظلم کے خلاف آواز اٹھائیں۔,يہ اندوہناک واقعہ بش کے اب تک کیے گۓ گناہوں ميں سب سے بد ترين ہے۔,جس طرح پاکستان و انڈيا میں 30 جون يعنی مالی سال ختم ہونے سے پہلے سرکاری اداروں ميں لوٹ مار ہوتی ہے بالکل اسی طرح امريکی انتظاميہ نے اپنے اختتام سے پہلے اسرائيل کو گرين سگنل ديا ہے کہ جو مرضی چاہے کرگزرو۔,,,,,,,,,,,,,,,,,
MHR_URD_20090131.0017,567,3,ٹونی بلیئر اسلامی تنظیم حماس کو مذاکرات میں شامل کرنے کی ضرورت پر زور,مہر خبررساں ایجنسی برطانوی اخبار دی ٹائمز کے حوالے سے نقل کیا ہے کہ برطانیہ کےسابق وزیر اعظم ٹونی بلیئر نے مشرق وسطیٰ کے امن عمل میں حماس کو شامل کرنے کی ضرورت پر زور دیا ہے۔,اخبار کے مطابق ٹونی بلیئر نے کہا کہ یہ اہم ہے کہ ایک راستہ تلاش کیا جائے جس کے ذریعے حماس کو مشرقِ وسطیٰ کے امن عمل میں لایا جائے بلئر نے بش انظامیہ پر صرف محمود عباس سے بات کرنے اور حماس کو نظر انداز کرنے پر بھی شدید تنقید کی واضح رہے کہ مغربی ممالک نے حماس کی عوامی اور نظامی طاقت کو بھانپ کر اب اسے مذاکرات میں شامل کرنے کی بات کررہے ہیں جبکہ اس سے قبل وہ حماس کو ای دہشت گرد تنظیم سے تعبیر کرتے تھے ایسی دہشت گرد تنظیم جو اپنے وطن کا دفاع کررہی ہے اپنے گھر کو دوسروں کے قبضہ سے آزاد کرانے کی جد و جہد کررہی ہے جس کے گھر و وطن پر اسرائیل جیسی غاصب حکومت نے ساٹھ برسوں سے قبضہ جما رکھا ہے۔,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post161,1004,3,دین کے نام پر نام نہاد اسلام پسندوں کی یہ حرکت بےحد قابل مذمت ہے۔,ان انتہا پسندوں کے حامیوں کو امریکہ کے ظلم تو دکھائی دیتے ہیں لیکن اس جیسی بہیمانہ حرکتوں پر افسوس کرنے کی بجائے وہ ان کو قبائلی روایات کا نام دے ک صاف کنی کترا جاتے ہیں۔,کھبی قبائلی روایات کا لبادہ اوڑ کر کبھی اسلام کا نام لے کر ہونے والی اس طرح کی بہیمانہ کارروائی کا جواز کسی صاحبِ دل کے پاس تو نہیں ہو سکتا۔,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516161-post15,1103,3,اس خبر سے دل چور چور ہو رہا ہے۔,یہ کیسی دنیا ہے جہاں اللہ کے دین اسلام کہ ایک اہم رکن کا آج نام بھی لینے والے کے لیے اس دنیا میں جینا مشکل ہے۔,غیر مسلم تو مسلمان کو مار سکتے ہیں لیکن اگر مسلم بدلہ لینے کی کوشش بھی کرے تو سارے غیر مسلم دنیا کے ساتھ ساتھ اپنے سارے منافق حکمران بھی مل کر سچے اور مخلص دین کا درد رکھنے والوں کے ساتھ یہی سلوک کرتے ہیں جو آج ہمارے عظیم لیڈر حافظ سعید کے ساتھ کر رہے ہیں۔,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post91,899,3,1974ء ميں ايک پاکستاني وزيراعظم اس عالمی اعتبار کا مالک تھا کہ تاريخ ميں پہلی بار سو فيصد حاضری کے ساتھ تمام مسلمان سربراہوں کو ايک چھت تلے لے آيا تھا۔,آج اس کے اکياسيويں يوم پيدائش پر کيا يہ بہت کٹھن کام ہے کہ يہ قوم عہد کرے کہ نہ صرف اپنی صفوں ميں اتحاد قائم رکھےگی,بلکہ ديگر مسلمانوں کے اختلافات بھی دور کرتے ہوئے اس کا (اسلامي دولت مشترکہ کے قيام کا) ادھورا مشن آگے بڑھايا جائے گا؟,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516161-post112,1091,3,ہماری تقريباً ساری سياسی جماعتيں اس بات پر اتفاق کرتيں ہيں کہ ملک سے دہشتگردی اور فرقہ واريت کا خاتمہ ہونا چاہيے۔,ليکن ہماری فوجی قيادت اس کام ميں مخلص نظر نہيں آتی، ايک طرف تو امريکہ اور يورپ کو يقين دہانی کرائی جاتی ہے کہ دہشتگردی کی اس جنگ ميں ہم آپ کے ساتھ ہيں دوسری طرف طالبان کی بھی خفيہ طور پر مدد کرتے ہيں۔,ہميں اب سوچنا ہے اور اپنی سمت کا تعين کرنا اور صرف ايک کی راہ کا انتخاب کرنا ہے، شکريہ,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post73,1028,3,آپريشن شيردل کی کاميابی کے ليے اور بارڈر کی دوسری طرف سے آپريشن لائن ہارٹ کی کاميابی کا انحصار اس بات پر منحصر ہے کہ عام لوگوں کي رائے کس کے حق ميں ہے۔,يہ اقدام امريکی اور پاکستانی ايجنسيوں کا ہی ہے اور پير صاحب اس سازش کا شکار ہوئے ہيں۔,اس فورم ميں اب سارے تبصرے طالبان مخالفت پر مبنی ہونگے کيونکہ خفيہ والے طالبان ميں کاميابی سے شامل ہو چکے ہيں اور وہ اقدامات کر رہے ہيں جو عام لوگوں کی رائے بدل سکے۔,,,,,,,,,,,,,,,,,
urd-WL-83-174268-11364090-post2,1502,3,میرے خیال میں ان صاحب کی اولاد کو یہ سوچنا چاہئے کہ اگر سب بچوں کی شادیاں کرنے کے بعد انہوں نے ایک بیوہ خاتون سے شادی کر لی تو کیا غلط کیا؟,اس طرح اس بیوہ خاتون کو بھی سہارا مل گیا اور وہ انکل کو بھی کوئی گھر سنبھالنے والا مل گیا,، کیونکہ ان کے بچے یقنن اپنی اپنی دنیا مے مصروف ہو گئے ہوں گے اور ان کو وقت نھیں دیتے ہوگے.,,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370254-post12,1675,3,-سعید، نیو یارک۔,میرے خیال میں،اصل بات یہ ہے کہ ہماری زیادہ تر قوم ان پڑھ ہے انہیں معلوم ہی نہیں کہ ان کا پیسہ کہاں جا رہا ہے حکومت ٹیکس لگا کر اپنی ذمہ داریاں پوری کرنے میں دلچسپی رکھتی ہے بجلی اور گیس کا بحران یونہی رہے گا۔,کیونکہ عوام نے جنہیں منتخب کیا ہے ان کے کردار سے سب واقف ہیں،,,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370253-post10,1664,3,-زبیر خان، کراچی۔,یہ بہت دردناک سانحہ ہے کہ اسرائیلی فلسطینیوں کا قتل عام کر رہے ہیں ادھر کشمیر بھی یہی صورتحال ہے لیکن سالمتی کونسل کے سر پہ جوں تک نہیں ریگتی ہے۔,جتنی بھی تنظیمیں جو فلسطین اور کشمیر میں موجود ہیں انہیں چاہیئے کہ اپنی آزادی تک جنگ جاری رکھین اور ان میں اتھاد پیدا کرتے ہوئے ہر قسم کی جارحیت کا مقابلہ کرتے رہیں ایک نہ ایک دن ان کی شہادت رنگ لائے گی انشاءاللہ,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516107-post11,805,3,جب تک انسان میں یہ احساس پیدا ہ نہ و کہ غلط اور صحیح کیا ہوتا ہے تب تک انسان غلطی کرتا ہی رہتا ہے۔,مثال کے طور پر ایک چور جب چوری کرنے کے لیے جاتا ہے اگر اس کو اُس وقت یہ خیال آجائے کہ ’چوری کرنا اچھی بات نہیں اور چوری ایک لعنت ہے، اس میں سزا بھی ہے اور وہ خدا سے ڈرتا ہو‘تو وہ انسان چوری نہیں کرے گا,اسی طرح سے جب تک اسرائیل کو یہ احساس نہ ہو جائے کہ میں غلط کرتا ہوں اور معصوموں کا خون بہا رہا ہوں اور اس کو اس کی سزا ملے گی تب تک وہ غزہ میں معصوموں کے خون کے ساتھ ہولی کھیلتا رہے گا۔,,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370242-post6,1577,3,-ملک بابر حسین، جدہ،بہت افسوس کی بات ہے کہ آج کے جدید دور مین بھی اس طرح کی جاہلانہ رسمیں جاری وساری ہیں یہ جاگیر دار زمیندار وڈیرے اپنی جابرانہ حاکمیت سے معصوم لوگوں کو نشانہ بناتے ہیں انہیں کون مسلامن کہے گا؟,کبھی کوئی سردار خوداپنے آپ کو ان کوئلوں پر چل کر دکھلائے،حکومت وقت ان کے خلاف کارروائی کیوں نہیں کرتی؟,عدالتی انصاف کب کام آئے گاؕ,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516169-post127,1224,3,ممبئی حملوں کے عين عروج پر را کی طرف سے کراچی ميں لسانی فسادات شروع کروانے کی کوشش کا ناکام ہونا يہ ثابت کرتا ہے کہ ماضی ميں را کے پے رول پر کام کرنے والے سياسی عناصر اب اس نوکری سے مستعفی ہو چکے ہيں۔,پشتو بولنے والے محنت کشوں کے خون ناحق اور بھارتی دھمکيوں نے کراچی سے خيبر تک سوئی ہوئی پاکستانيت کو جگا ديا ہے۔,تمام سياسي، مذہبي، لسانی و قومی جماعتوں کے حب الوطنی سے بھر پور يکساں ردعمل نے جہاں بھارت کو سفارتی آداب سکھائے ہيں وہاں امريکی منصوبہ سازوں کو سوچنے کا ايک اور موقع بھي فراہم کيا ہے۔,,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370246-post9,1622,3,-فہیم صدیقی۔,راس الخیمہ، امریکہ کی شرارت سے یہس بیان بازی ہورہی ہے امریکہ کا دماغ تو ہے ہی خراب مگر اب بھارت کا بھی یہی حال ہے حملہ کرکے تو دیکھے حقیقت معلوم ہوجائے گی کون کتنا پانی میں ہے,حماس پر اسرائیل حملہ کر رہا ہے لیکن کسی میں غیرت نہینن کہ اسے روکیں، بھارت بھی اسرائیل کی دیکھا دیکھی بھارت بھی یہی کچھ کرنا چاہتا ہے,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516161-post13,1094,3,اس بات میں کوئی شک نہیں ہے کہ جماعت الدعوہ میں شامل اکثریت لشکر طیبہ کے ان کارکنوں ہی کی ہے جو کہ لشکر طیبہ کے کالعدم قرار دئے جانے کے بعد جماعت الدعوہ پاکستان کے نام سے قائم جماعت میں شامل ہو گئے تھے،,تاہم اس کے بعد ان کارکنوں نے امدادی کاموں کو ترجیح دی اور اب بھارت کے پُر زور اصرار پر اقوام متحدہ نے اسے بھی کالعدم قرار دے دیا ہے اور حکومت پاکستان بھی ان کے خلاف کریک ڈاؤن جاری رکھے ہوئے ہے۔,میرے خیال میں اگر یہ جہادی گروپس مذہبی انتہا پسندی چھوڑ کر دینی اور امدادی سرگرمیاں جاری رکھیں تو زیادہ بہتر۔,,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516135-post46,985,3,اس قرارداد سے پہلے ہی پاکستانی عوام اور فوج نے جو پيغام دينا تھا وہ دے ديا ہے۔,ممبی حملوں کی تلافی ميں غير معمولی سفارتی و عسکری فوائد کے حصول کی بھارتی کوششيں اسے متاثر سے زيادہ شاطر فريق بنا رہی ہيں جبھی تو ابتدائی سخت عالمی رد عمل کے برعکس اب دنيا نے پاکستان پر دباو کم کر ديا ہے۔,بھارت کے غير ضروري شور شرابے کو خاطر ميں نہ لاتے ہوئے اقوام متحدہ کا پاکستان کی کوششوں پر اطمينان کا اظہار اور انٹر پول کے سربراہ کا پاکستانی کوششوں کو سراہنا بھارت کي ضرورت سے زيادہ سفارت کاري کا ’سائيڈ افيکٹ‘ ہے۔,,,,,,,,,,,,,,,,,
