document,lineNum,numSegs,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20
DEW_URD_20090120.0008,479,13,اوبامانے امریکی صدارت کا عہدہ سنبھال لیا۔,اس تناظر میں امریکی عوام تو ایک طرف، پوری دُنیا ہی اوباما سے مختلف توقعات وابستہ کئے ہوئے ہے۔,اب جبکہ باراک اوباما کو امریکہ کا صدر بننے پردُنیا بھر سے مبارکباد کے پیغامات موصول ہو رہے ہیں تو ان سے جڑی توقعات بھی سامنے آ رہی ہیں۔,اس حوالے سے جرمن چانسلر انگیلا میرکل نے نئے امریکی صدر پر اعتماد کا اظہار کیا ہے۔,&quot;مجھے اس بات کا یقین ہے کہ وفاقی جمہوریہ جرمنی اور ریاست ہائے متحدہ امریکہ کے درمیان گہری دوستی اور شراکت کی بنیاد پر ہم درپیش مسائل کو حل کر سکتے ہیں۔,روسی وزیر اعظم ولادی میر پیوٹن کا کہنا ہے کہ اوباما ایک سنجیدہ اور کھلے دل کے مالک دکھائی دیتے ہیں اور یہ یقنینی طور پر اچھی بات ہے۔,یوں تو سابق امریکی صدر جارج ڈبلیو بش کی پالیسیوں کو تنقید کا سامنا رہا ہے۔,تاہم ان کی انتظامیہ کو چین کو بین الاقوامی سطح پر زیادہ تعمیری کردار ادا کرنے کی تحریک دینے کے لئے ضرور سراہا جاتا ہے جبکہ نئے امریکی صدر کے بارے میں چین نے کہا ہے کہ انہیں دونوں ملکوں کے درمیان مضبوط عسکری تعلقات کے لئے کام کرنا ہو گا۔,جرمن شہر بوخُم میں سرگرم چینی ماہر سیاسیات گُوسُوئے وُو کہتے ہیں:,&quot;اس تناظر میں مجھے یقین ہے کہ آنے والے ہفتوں اور مہینوں میں اوباما اور ان کی اقتصادی ٹیم زبردست دباؤ ڈالیں گے اور بیجنگ حکومت کو چینی کرنسی کے لئے ایک لچکدار اور مارکیٹ سے مطابقت رکھنے والی شرح تبادلہ اختیار کرنے پر مجبور کریں گے۔,سابق امریکی انتظامیہ نے بھارت کے ساتھ بھی تعلقات کو مزید بنایا ہے۔,اوباما ان تعلقات کو کہاں لے جاسکتے ہیں،اس کے بارے میں نئی دہلی میں امریکی علوم کے پروفیسر کرسٹوفر راج کہتے ہیں: &quot;اب ہم اسٹریٹیجک پارٹنر شپ میں زیادہ قریب آ چکے ہیں لیکن اوباما راتوں رات تو کوئی بھی تبدیلی نہیں لا سکتے۔,پوپ بینیڈکٹ نے بھی اوباما کے نام پیغام میں دُنیا میں امن و تعاون کی فضا کو فروغ دینے پر زور دیا ہے۔,,,,,,,
BBC_URD_20090116.0025,198,13,وائرس سے پینتیس لاکھ صارفین متاثر,اکتوبر دو ہزار آٹھ میں پہلی بار شناخت کیا جانے والا یہ وائرس کونفیکر، ڈاؤن اینڈ اپ اور کیڈو جیسے ناموں سے جانا جاتا ہے۔,مائکروسافٹ نے اس وائرس سے نمٹنے کے لیے ایک پیچ جاری کیا تھا لیکن اس کے باوجود لگ بھگ پینتیس لاکھ کمپیوٹر اور میموری اسٹِک اس سے متاثر ہوچکے ہیں۔,ماہرین کا کہنا ہے کہ متاثر ہونے والے کمپیوٹروں کی تعداد کافی زیاد ہوسکتی ہے۔,اس سے نمٹنے کے لیے صارفین کو مائکروسافٹ کا ’ایم ایس زیرو ایٹ زیرو سِکس سیون‘ پیچ استعمال کرنے کی ضرورت ہے۔,مائکروسافٹ کا کہنا ہے کہ لاکھوں کمپیوٹروں کو متاثر کرنے والا وائرس وِنڈوز کے فائل ’سروِسز ڈاٹ ای ایک ایس ای‘ کی تلاش کرتا ہے اور اس کے کوڈ میں شامل ہوجاتا ہے۔,اس کے بعد یہ وائرس وِنڈوز کے سِسٹم فولڈر میں ڈی ایل ایل قسم کا فائل بن جاتا ہے۔,یہ وائرس اس فائل کا نام بھی تخلیق کرتا ہے،,پھر وِنڈوز کی رجسٹری کی تفصیلات کو تبدیل کردیتا ہے۔,یہ وائرس فعال ہونے کے بعد ایک مسئلہ پیدا کرتا ہے جو ’ایچ ٹی ٹی پی سرور‘ کے طور پر سامنے آتا ہے اور مشین کے ریسٹور پوائنٹ کو تبدیل کردیتا ہے۔,اس کے بعد یہ ہیکرز کی ویب سائٹ سے فائلیں ڈاؤن لوڈ کرلیتا ہے۔,مائکروسافٹ کا کہنا ہے کہ اس وائرس نے دنیا کے مختلف ملکوں میں کمپیوٹروں کو متاثر کیا ہے۔,ان ممالک میں چین، برازیل، روس، انڈیا، امریکہ اور برطانیہ شامل ہیں۔,,,,,,,
BBC_URD_20090112.0010,145,13,حامد کرزئی بھارت کے دورے پر,حامد کرزئی کاگزشتہ پانچ مہینوں میں یہ دوسرا ہندوستانی دورہ ہے۔,امید کی جا رہی ہے کہ وہ وزیر اعظم منموہن سے ملاقات کے دوران ممبئی میں ہوئے شدت پسند حملوں کے بعد حالات کے بارے میں بات چیت کریں گے۔,اس دورے کے دوران وہ ممبئی حملوں پر افغانستان اور اسکے عوام کے جذبات اور بھارت کے ساتھ اپنے یکجہتی کا اظہار کرنا چاہتا ہے۔,کرزئی کے اس دورے کے دوران شدت پسندی کے علاوہ باہمی تجارت پر بات چیت ہوگی۔,شدت پسندی سے نمٹنےکے لیے دونوں ممالک کے درمیان باہمی تعاون پر بات چیت ہونے کی امید ہے۔,ہندوستان کے اپنے پچھلے دورے کے دوران صدر حامد کرزئی نے کہا تھا کہ دہشتگردی کو ہندوستان اور افغانستان کے تعلقات کے درمیان حائل نہیں ہونے دیا جائے گا۔,ان کا یہ بھی کہنا تھا کہ ہندوستان اور افغانستان دونوں کو دہشتگردی و بے رحم اور قاتلانہ سرگرمیوں کے چیلنج کا سامنا ہے۔,دونوں ممالک خطے اور پوری دنیامیں امن و استحکام سبھی کے لیے فائدہ مند ہے۔,’ہم اس حقیت کو سمجھتے ہیں کہ دونوں ممالک اور پوری دنیا متحد ہوکر ہی دہشتگردی کی لعنت کا مقابلہ کرسکتی ہے۔,واضح رہے کہ گزشتہ برس جولائی میں کابل میں ہندوستان کے سفارت خانے پر حملے کے لیے کرزئی نے پاکستان کے خفیہ ادارے آئی ایس آئی کو ذمہ دار ٹھہرایا تھا۔,اس حملے میں ایک اعلی آئی ایف ایس اہلکار سمیت چار ہندوستانی ہلاک ہوئے تھے۔,سفارت خانے پر حملے کے بعد کرزئی کے ہندوستان کے دورے کے دوران وزیر اعظم منموہن سنگھ نے کہا تھا کہ حملہ ’ہندوستان اور افغانستان کی دوستی پر حملہ تھا، ہم نے اس بات سے اتفاق کیا کہ ہم دہشتگردی کو اپنے تعلقات کے درمیان حائل نہیں ہونے دیں گے۔,,,,,,,
urd-WL-79-174263-11378012-post11,1435,13,مکی، میرا پاکستان: خیر مبارک آپ کو بھی عید مبارک۔,عمار: آف کورس ایمان والیاں,شگفتہ: خیر مبارک، آپ کو بھی عید مبارک۔,سارہ: میں نے تو دو مرغ کئے ہے قربان ہوتی ہے اور جیسے ہوتی ہے وہ جہانزیب نے بتا دی ہے,اس کے علاوہ اور کوئی طریقہ نہیں۔,اور اس فارم پر جا کر گوشت بھی خود بنانا پڑتا ہے بشمول کھال اتارنا۔,باسم: ڈاٹ نیٹ کو ٹھیک ہونے میں وقت لگ سکتا ہے۔,فورم پر کیا ہوا؟,لنکو,بلاگ کی سنو سے دو دو ہاتھ کرنے کے لئے فائرفاکس میں دیکھیں،۔,ڈفر: خیر مبارک، آپ کو بھی عید مبارک۔,سر جی فائرفاکس استعمال کیا کرین۔,برف غائب ہو جائے گی۔,,,,,,,
VOA_URD_20090112.0023,615,13,سابق صدر پرویز مشرف کی ’وردی اُتروانے ‘میں جوبائیڈن نے اہم کردار ادا کیا،وزیراعظم گیلانی,یوسف رضا گیلانی اور جو بائیڈن (فائل فوٹو,وزیراعظم یوسف رضا گیلانی نے کہا ہے کہ امریکہ کے منتخب نائب صدر جو بائیڈن نے سابق صدر پرویز مشرف کی وردی اُتروانے ’فوج کے سربراہ کا عہدہ چھوڑنے‘ میں اہم کردار ادا کیا ہے اور پاکستا ن میں جمہوریت کے لیے بھی جوبائیڈن نے خاصی مدد کی,۔ یوسف رضا گیلانی نے یہ بیان کراچی شپ یارڈ پر صحافیوں سے بات چیت کرتے ہوئے دیا۔,اُنھوں نے کہا کہ جو بائیڈن &quot;Pro - Pakistan&quot; یا پاکستان کے حامی رہنما ہیں اور اُنھوں نے بطور امریکی سینٹ کی خارجہ امُور کمیٹی کے چیئرمین کے پاکستان کے لیے 15ارب ڈالر کی امداد دینے کا بل پیش کیا۔,پاکستانی حدود میں امریکی جاسوس طیاروں سے کیے جانے والے میزائل حملوں کی ایک بار پھر مذمت کرتے ہوئے وزیراعظم پاکستان نے کہا ایسے حملوں کی اجازت دینے کے بارےمیں اُن کا امریکی حکومت کے ساتھ کسی طرح کا معاہدہ نہیں ہے اور اُن کے بقو ل کیو نکہ یہ پاکستان کی خود مختاری کا معاملہ ہے اس لیے وہ ملکی حدود میں ایسے حملوں کی اجازت کسی طور نہیں دے سکتے,اُنھوں نے اس اُمید کا اظہار بھی کیا کہ امریکہ میں نئی حکومت کے برسراقتدار آنے کے بعد امریکہ کی پالیسی میں بھی تبدیلی آئے گی۔,(فائل فوٹو),یوسف رضا گیلانی نے کہاکہ حکومت نے بڑی کامیابی سے دہشت گردوں کو عام قبائلی سے الگ کیا ہے لیکن جاسو س طیاروں سے کیے جانے والے میزائل حملے حکومتی کوششوں کے لیے نقصان دہ ثابت ہوتے ہیں اور دہشت گرد پھرمقامی قبائل سے مل جاتے ہیں۔,اُنھوں نے کہا کہ بین الاقوامی برادری پاکستان کے اس موقف سے اتفاق کرتی ہے۔,وزیراعظم نے مزید کہا کہ اگر کوئی قابل اعتماد شواہد دیئے جائیں تو پاکستان فورسز خود اپنے علاقوں میں کاروائی کریں گی۔,ممبئی حملوں کے بارے میں وزیراعظم یوسف رضا گیلانی نے اپنا موقف دوہراتے ہوئے کہا کہ اگر بھارت شواہد فراہم کرے تو اُس کی بنیاد پر تفتیش کی جائے گی اور اگرکسی کے ملوث ہونے کے ثبوت ملے تو اُس کے خلاف ملکی قانون کے مطابق کاروائی کی جائے گی۔,رحمان ملک کے دورہ برطانیہ اوراُن کی ایم کیو ایم کے قائد الطاف حسین سے ملاقات کے بارے میں پوچھے گئے ایک سوال کے جواب میں وزیراعظم نے کہا رحمان ملک اُن کی اجازت سے لندن گئے ہیں۔,,,,,,,
BBC_URD_20090113.0015,158,13,ممبئی حملے، شنوائی کے لیے سپیشل جج,ممبئی پولیس کمشنر حسن غفور نے بتایا ہے کہ ممبئی پر شدت پسندوں کے حملوں کے دوران زندہ گرفتار کیے گئے واحد ملزم اجمل عامر قصاب کے خلاف جو معاملہ درج ہے اس کی شنوائی ایم ایل تحلیانی کی نگرانی میں ہوگی۔,اس سے پہلے اس معاملے میں اجول نکم کو سرکاری وکیل مقرر کیا جاچکا ہے۔,اجمل قصاب فی الحال پولیس کی حراست میں ہیں اور امید کی جا رہی ہے کہ پولیس 24 جنوری سے پہلے ان کے خلاف چارج شیٹ داخل کردے گی۔,اجمل قصاب کے پاس اپنا دفاع کرنے کے لیے کوئی وکیل نہیں۔,پاکستان حکومت کو لکھے ایک خط میں قصاب نے قانونی مدد کی اپیل کی تھی۔,ہندوستان نے پاکستان کو ممبئی حملوں میں پاکستانی شدت پسندوں کے شامل ہونے کے شواہد سونپ دیئے ہیں۔,پاکستان نے قبول کرلیا ہے کہ اجمل قصاب پاکستانی شہری ہے۔,پولیس کیس کے مطابق اجمل اور ان کے ساتھی ابو اسماعیل اے ٹی ایس چیف ہیمنت کرکرے ، ایڈیشنل پولیس کمشنر اشوک کامٹے، انکاؤنٹر کے ماہر پولیس انسپکٹر وجے سالسکر سمیت چھ پولیس اہلکاروں کو ہلاک کرنے کے بعد ان کی سکوڈ کار چھین کر فرار ہو گئے تھے جنہیں بعد میں ڈی بی مارگ گرگام چوپاٹی کے پاس سے پکڑا تھا۔,پولیس کارروائی میں اسماعیل خان کی موت واقع ہو گئی تھی اور پولیس نے اجمل کو زندہ گرفتار کر لیا تھا۔,اجمل کے کیس کی پیروی کے لیے ابھی تک کوئی بھی وکیل نامزد نہیں ہوا ہے۔,حکومت نے لیگل ایڈ سیل کے جس وکیل دنیش موٹا کو نامزد کیا تھا انہوں نے اخلاقی بنیادوں پر کیس لینے سے انکار کر دیا تھا۔,دو وکلاء نے ایک سیاسی جماعت کے لوگوں کے مظاہروں اور مخالفت کے بعد اپنا نام واپس لے لیا۔,,,,,,,
BBC_URD_20090104.0016,64,13,’ٹارگٹ کلنگ‘، مزید لاشیں برآمد,پولیس کے مطابق اتوار کی صبح صدر مقام مینگورہ کے علاقوں گرین چوک اور سہراب خان چوک سے دو افراد کی لاشیں ملی ہیں جن کے سر تن سے جدا تھے۔,ہلاک ہونے والوں کا تعلق فرنٹیئر کور اور پولیس سے بتایا جا رہا ہے۔,عینی شاہدین کا کہنا ہے کہ لاشوں کے نزدیک سے ایک خط بھی ملا جس میں خبردار کیا گیا تھا کہ جس کسی نے بھی ان لاشوں کو دن گیارہ بجے سے پہلے اٹھایا وہ اپنی ہلاکت کا خود ذمہ دار ہوگا۔,مقامی لوگوں کا کہنا ہے کہ گیارہ بجے تک لاشیں بازار میں پڑی رہی تاہم بعد میں سکیورٹی اہلکاروں نے دونوں لاشیں اٹھا کر ہپستال منتقل کر دیں۔,صدر مقام مینگورہ اور آس پاس کے علاقوں میں گزشتہ چند ہفتوں کے دوران ٹارگٹ کلنگ کے واقعات میں خطرناک حد تک اضافہ دیکھنے میں,آیا ہے جن میں عام شہری بشمول خواتین اور سکیورٹی اہلکاروں کو ہلاک کیا گیا ہے۔,مقامی ذرائع کے مطابق اب تک اس قسم کے واقعات میں تیس سے زائد افراد کو مارا جا چکا ہے۔,ابھی تک کسی تنظیم نے ان ہلاکتوں کی ذمہ داری قبول نہیں کی ہے۔,ہفتے کو سوات میں مقامی طالبان کے ترجمان مسلم خان نے بی بی سی کو بتایا تھا کہ جمعہ کو ملنے والی لاشوں میں تین لاشیں ان کے ساتھیوں کی بھی تھیں جن میں دیولئی کے طالبان کمانڈر رفیع اللہ کی لاش بھی شامل تھی۔,مسلم خان کا کہنا تھا کہ رفیع اللہ پچھلے ڈیڑھ ماہ سے سکیورٹی فورسز کی حراست میں تھے۔,انہوں نے کہا تھا کہ جب مقامی طالبان کسی کو ہلاک کرتے ہیں تو پہلے اس کو نوٹس جاری کرتے دوسری طرف مینگورہ میں جاری ان واقعات پر عام شہریوں میں شدید تشویش پائی جاتی ہے۔,مقامی لوگوں کا کہنا ہے کہ مینگورہ میں سکیورٹی فورسز کی بھاری نفری تعینات ہے لیکن اس کے باوجود شہریوں پر حملوں میں اضافہ ہورہا ہے۔,,,,,,,
BBC_URD_20090120.0023,238,13,مارٹن لوتھر کو خراجِ تحسین، کام کرنے کا عزم,ڈاکٹر مارٹن لوتھر کنگ کو سنہ انیس سو اڑسٹھ میں قتل کر دیا گیا تھا۔,باراک اوباما نے ڈاکٹر کنگ کو خراجِ عقیدت پیش کیا اور امریکیوں سے کہا کہ وہ اس قوم کے وعدے پورے کرنے کے لیے مل کر کام کریں۔,ادھر واشنگٹن میں منگل کو نئے صدر کی تقریبِ حلفِ صدارت کے موقع پر عوام کے فقید المثال اجتماع کی تیاریاں کی جا رہی ہیں۔,توقع ہے کہ صدر کے اس تاریخی حلفِ صدارت کو دیکھنے کے لیے بیس لاکھ کے قریب افراد واشنگٹن میں جمع ہوں گے۔,باراک اوباما نے پیر کو دن کا آغاز شمالی واشنگٹن میں ایک طبی سینٹر میں دورے سے کیا جہاں انہوں نے زخمی امریکی فوجیوں سے ملاقات اس کے بعد وہ بے گھروں کے لیے قائم ایک پناہ گاہ میں گئے اور ایک دیوار پر رنگ کیا۔,نامہ نگاروں سے بات کرتے ہوئے باراک اوباما نے کہا: ’موجودہ بحران جس کا ہم شکار ہیں اور جن مشکلات میں بہت سے افراد گھرے ہوئے ہیں ان کے بعد ہم فارغ نہیں بیٹھ سکتے۔,انہوں نے کہا کہ مارٹن لوتھر کنگ نے اپنی زیادہ لوگوں کی خدمت میں گزاری۔,باراک اوباما کا کہنا تھا کہ ’آج جب ہم ان کی یاد کا احترام کر رہے ہیں تو یہ ایسا دن نہیں کہ ہم ٹھہر جائیں اور سوچیں۔ یہ ایسا دن ہے کہ ہم عمل کریں۔,انہوں نے کہا کہ منگل کی تقریب اسی راہ پر ہوگی جس پر کئی ہزار افراد مارٹن لوتھر کنگ کا ’میرا اک خواب ہے‘ سننے کے لیے سنہ انیس سو تریسٹھ میں جمع ہوئے تھے۔,اس تقریر میں مارٹن لوتھر کنگ نے کہا تھا کہ وہ دن آئے گا جب لوگوں سے ان کے رنگ کو دیکھتے ہوئے امتیاز نہیں برتا جائے گا۔,بی بی سی کے میتھیو پرائس کہتے ہیں کہ تاریخ کی ستم ظریفی کہیئے کہ یومِ مارٹن لوتھر اس دن سے چوبیس گھنٹے قبل آیا ہے جب امریکی تاریخ کے پہلے سیاہ فام صدر اپنے عہدے کا حلف اٹھائیں گے۔,امریکہ کی جنوبی ریاستوں میں بہت سے لوگوں کے لیے باراک اوباما کی صدارت، ڈاکٹر لوتھر کنگ کے خواب کی تعبیر ہوگی۔,,,,,,,
VOA_URD_20090123.0014,684,13,وزیرستان میں دو میزائل حملے، کم از کم 18 افراد ہلاک,پاکستان انٹیلی جنس حکام نے کہا ہےکہ شمالی وزیرستان میں دو مشتبہ امریکی میزائل حملوں میں کم از کم 18 افراد ہلاک ہو گئے ہیں۔,حکام کے مطابق بلا ہواباز امریکی طیارے شمالی وزیرستان کے قصبے میر علی کے قریب ایک گھر پر تین میزائل داغے،جس سے اس گھر میں دس افراد مارے گئے۔,مقامی حکام کے مطابق مارے جانے والے افراد میں پانچ غیر ملکی جنگ جو تھے۔,یہ علاقہ طالبان اور القاعدہ کے جنگ جوؤں کا گڑھ سمجھا جاتا ہے۔,اس واقعے کے کچھ گھنٹو ں کے بعد جنوبی وزیرستان پر بھی ایک میزائل حملہ کیا گیا، جس میں کم از کم آٹھ افراد ہلاک ہو گئے۔,پاکستانی حکومت کے اعتراضات کے باوجود گذشتہ برس کے وسط کے بعد سے اب تک پاکستان میں 30 کے قریب میزائل حملے کیے جا چکے ہیں۔,حالیہ حملے امریکہ میں صدر براک اوباما کے اقتدار میں آنے کے بعد سے پہلے حملے ہیں۔,بش انتظامیہ ان حملوں کی ذمے داری قبول کرنے یا ان سے انکاری کرنے سے کتراتی رہی تھی۔,پاکستان کے قبائلی علاقے شمالی وزیر ستان میں جمعے کو مشتبہ امریکی جاسو س طیارے سے تین میزائل داغے گئے جس میں پانچ افرادہلاک ہو گئے ہیں تاحال,ہلاک ہونے والوں کی شناخت نہیں ہوسکی ہے۔,ابتدائی اطلاعات کے مطابق یہ میزائل حملے میر علی کے علاقے میں ایک مکان پر کیے گئے۔,خیال رہے کہ براک اوباما کے صدر بننے کے بعد پاکستان کے قبائلی علاقے میں پہلا میزائل حملہ,,,,,,,
urd-WL-83-174268-11364084-post1,1464,13,آج کل کمیوٹر کا دور ہے اور کمپیوٹر کی مداخلت زندگی کے ہر شعبہ میں بڑھتی جا رہی ہے۔,بہت سے لوگوں کو کمپیوٹر کی اس بڑھتی ہوئی مداخلت پر بہت سے تخفظات ہیں جیسے کہ مالی معاملات پر۔,جہاں کریڈٹ کارڈ کا استعمال کرنے سے آپ کو آسانیاں ہیں وہیں اس سے آپ کی نجی زندگی پر قانون نافذ کرنے والے اداروں کی گرفت بھی بہتر ہے,کہ اب صرف مالی معاملات جیسے کریڈٹ کارڈ کے استعمال کے ریکارڈ سے آپ کا پتہ لگایا جا سکتا ہے۔,اور مستقبل میں جب اصل زر استعمال کرنا انتہائی کم ہو جائے گا اس کی افادیت اور بڑھ جائے گی۔,اسی طرح جرائم کی دنیا میں بھی بنک لوٹنے کا خطرہ مول لینے کی بجائے کریڈٹ کارڈ کی معلومات اڑا لی جاتی ہیں۔,اسی طرح اب دوستی کرنے کے بھی کمپیوٹری ذرائع بن چکے ہیں,، سوشل نیٹ ورکنگ ویب سائٹس جیسے آرکٹ ، فیس بک اور مائی سپیس مقبولیت میں پہلے درجہ میں آتی ہیں۔,لیکن کیا آپ کو نہیں لگتا کہ ذہنی طور پر ہم جتنا ان سوشل نیٹ ورکس کے مطیع ہوتے جا رہے ہیں، عملی طور پر لوگوں سے اتنا ہی دور ہوتے جا رہے ہیں۔,اسی طرح میچ میکنگ کی ویب سائٹ ہیں، جہاں پر آپ کی پسند کو دیگر لوگوں کی پسند سے ملا کر مطابقت رکھنے والے لوگوں کی فہرست آپ کو دکھا دی جاتی ہے۔,اب کیا آپ بالکل اپنے جیسے ہی ایک اور شخص سے زندگی گزار سکتے ہیں؟,میں تو نہیں گزار سکتا اسی لئے تو جیون ساتھی کو نصف بہتر بھی کہتے ہیں۔,کہ جو خامیاں مجھ میں ہوں انہیں وہ پورا کرے۔,,,,,,,
