document,lineNum,numSegs,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20
urd-WL-83-174268-11364090-post1,1498,4,ہمارے معاشرے میں اگر ایک پچاس پچبن سالہ شخص کی بیوی یا کسی بیوی کا شوہر اگر اگے جہاں روانہ ہو جائے اور وہ دوسری شادی کر لیں، تو اسے اچھی نظر سے کیوں نہیں دیکھا جاتا؟,ہمارے قریب ایک پاکستانی انکل ہیں، ان کی بیوی دس بارہ سال قبل انتقال کر گئی تھیں، اب سب بچوں کی شادیاں کرنے کے بعد انہوں نے ایک بیوہ خاتون سے شادی کر لی، تو بچے ہی ان کے خلاف ہو گئے ہیں۔,میری نظر میں تو یہ ان کا شرعی حق ہے آپ کیا کہتے ہیں؟,ہمارے ہوتے کوئی ہماری ماں کی جگہ لے، یہ ہم سے برداشت نہیں ہوتا والی سوچ کس قسم کی سوچ ہے؟,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370265-post11,1770,4,-جمی نور، کراچی، اس خبر سے قرآن کی یہ بات ثابت ہوگئی ہے کہ کافر کافر ہی کا ساتھ دے گا۔,لیکن جب تک لوہے کی کلہاڑی ملاکر دستہ نہیں لگتا کلہاڑی پر کو نہیں کاٹ سکتی,ہمارے حکمرانوں کو انداز یہی کچھ ہے وہ خفیہ طریقے اپنا رہے ہیں اسی وجہ سے ملک پہ آفتیں آرہی ہیں۔,اللہ ہمارے حکمرانوں کو ہدایت دے۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post9,1051,4,اس حرکت سے سب مسلمانوں کے سر شرم سے جھک گئے ہيں۔,ميں ايم کيو ايم کے قائد الطف حسين کو اے اين پی اور پي پی پی کی قيادت کو سلام پيش کرتا ہوں جو اس کينسر کے خلاف يعنی طالبان کے خلاف بات کرتے ہيں۔,يہ کينسر ضياالحق کی پيداوار ہے، وہ خود تو گئے مگر پاکستان کو بھی تباہ کر گئے۔,مگر ميں پراميد ہوں کہ موجودہ قيادت اس کينسر کو ختم کر لے گی۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516165-post35,1187,4,لوگوں کو مسلح کيا گيا اس وقت يہ خدشہ تھا کہ روس افغانستان کے بعد پاکستان کارخ کرے گات لہذا ان لوگوں کو مسلح کيا گيا۔,اب جب يہ خدشہ ہے کہ امريکہ افنستان کے راستے پاکستان پر چڑھ دوڑے گا جس کا موجودہ امريکی صدر اپنی صدارتی مہم ميں برملا اظہار کر چکے ہيں تو ہم ان لوگوں کو کيوں غير مسلح کريں؟,صرف اسليے تاکہ امريکہ يا بھارت کو پاکستانی فوج کو زير کرنے کے بعد کسی قسم کی عوامی مزاحمت کا سامنا نہ کرنا پڑے؟,ہاں اگر ان ميں سے کوئی کسی تخريبی کارروائی ميں ملوث ہو تو پاکستان صرف اس کے خلاف کارروائی کرے۔,,,,,,,,,,,,,,,,
MHR_URD_20090115.0005,528,4,صدر احمدی نژاد ایرانی صدر نے عرب ممالک کے رہنماؤں کی خاموشی پر افسوس کا اظہار کیا ہے,مہر خبررساں ایجنسی کی رپورٹ کے مطابق کہا ہے کہ ایران کے صدر ڈاکٹر محموداحمدی نژاد نے غزہ پر اسرائیلی جارحیت اور اس کے ظلم وستم پرعرب رہنماؤں کی خاموشی پر شد ید تنقید کر تے ہو ئے افسوس کا اظہار کیا ہے۔,صدراحمد ی نژاد نے عرب ممالک اور ان کے سر براہوں کی غزہ پر اسرائیل کی وحشیانہ کارروائی پر خاموشی پر تعجب کا اظہارکرتے ہوئے کہا ہے کہ اسرائیل فلسطینی عوام کاہو لوکاسٹ کر رہا ہے فلسطینی بچوں ، عورتوں اور عام شہریوں کو اپنی بربریت کا نشانہ بنا رہا ہے اور عرب رہنماؤن نے حتی ایک بیان بھی جاری نہیں کیا ہے۔,صدر احمدی نژاد نےکہا ہے کہ اسرائیل کے خلاف تمام عرب ممالک متحد ہوجائیں اور غزہ کے مظلوم مسلمانوں کو اسرائیل کے شر اور اس کے ظلم وستم سے بچائیں۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516169-post109,1207,4,کراچی پاکستان کا کاروباری مالياتی مرکز سارے پس ماندہ علاقوں کا دبئی ہے۔,لاکھوں يہاں سے خالی ہاتھ کبھی نہيں لوٹتے، مگر جب سے مغربي سرحدی علاقوں ميں قانون کی بالادستی مفقود ہوئی ہے سبوں کی توجہ کراچی نے لی ہے۔,اب وہ اس شہر کی اغوا کے درپے ہيں۔,پہلی بار پٹھانوں کو پختون کہا جانے لگا ہے، جو ايک شہر کے لوگوں کو اجنبی بنا کر لڑايا جا رہا ہے، حالانکہ ضرورت يک جہتی کی ہے۔,,,,,,,,,,,,,,,,
urd-WL-84-174269-11325244-post5,1527,4,امیر تیمور اپنی کتاب “ میں ہوں تیمور “ میں لکھتا ہے کہ میں نے اپنی زندگی میں یہ راز پایا کہ اگر کسی فوج کا سپہ سالار صف اول میں ہوگا تو وہ فوج کبھی ناکام نہیں‌ہوگی۔,لیکن ادھر تو حالات ہی اور ہیں,یہ کہتے ہیں عوام تو ہوتی ہی ہمارے لیے مرنے کے لیے ہم مریں تو شہید,عوام میں سے کوئی مرے تو قتل,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516161-post91,1152,4,صدقے جائيے مشيرِ داخلہ رحمان ملک صاحب کے، ماشاءاللہ موصُوف کتنے جی دار اور دلير ہوگئے ہيں!,`بی بی سی کے مطابق جہاں اقوامِ متحدہ کی سلامتی کونسل ( کی ايک کميٹي) نے جماعت الدعوہ پر پابندی عائد کر دی ہے، وہاں ملک صاحب کا کہنا ہے کہ ہم نے پابندی عائد نہيں کی اور بہت غور و خوض کے بعد ہی ايسا کيا جاۓ گاـ,يہی نہيں، بی بی سی ہی کے مطابق ملک صاحب موصوف نے اس تاثر کو بھی پوری شدت کے ساتھ غلط قرار ديا ہے کہ دہشت گردوں کی گرفتارياں ’کسی کے کہنے پر‘ عمل ميں لائی جا رہی ہيں۔,بھئي، سُبحان اللہ!,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post139,994,4,اقوام متحدہ ميں وہ دن دور نہيں جب پاکستان ميں فوجی مداخلت کی قرارداد ايسے ہی پاس ہوجائےگی جيسےجماعت الداعوۃ کےخلاف پاس ہوئی۔,رياض احمد فاروقی,اول تو ہمارے شدت پسند اور انکے حمايتي ہی اپنے خلاف کارروائی کے لیے تمام ثبوت اور جواز مسلسل فراہم کیے جا رہے ہيں اور خاکم بدہن، جس دن بھي ايسي کوئی قرارداد پيش ہوئی تو پورے امکانات ہيں کہ اقوام متحدہ ميں کوئی بھي آواز ہمارے حق ميں نہ اٹھےگي،,اور بالفرض اس قرارداد کے پاس ہونے ميں دير ہوئی تو امريکہ کی مثال سامنے رکھتے ہوئے کوئی نہ کوئی طاقت اپنی مدد آپ کے تحت ہي چڑھ دوڑے گي۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516165-post63,1196,4,جہاں تک لشکر طيبہ کا تعلق ہے حاليہ دہشت گردی کا اس سے کوئی تعلق نہيں۔,يہ بات ياد رکھنے کی ہے کہ حافظ سعيد ہی وہ پہلے ’جہادی رہنما‘ تھے جنہوں نے طالبان کی کارروئيوں کو ’فتنہ‘ قرار ديا تھا۔,مجھے پختہ يقين ہے کہ طالبان کی شورش امريکی منصوبوں کا جزو لانيفک ہے لہذا ہراس شخص اورگروہ کو راستے سے ہٹانا ضروری ہے جو کسی بھی حوالے سے طالبان کو چيلنج کرے۔,پوری قوم کے تعاون کے باوجود بھارتی دباؤ ميں آ کر لشکر کے خلاف کارروائی کرنا زردری اينڈ کو کی گبراہٹ اور چاپلوس طبعيت کی طرف اشارہ ہے۔,,,,,,,,,,,,,,,,
