document,lineNum,numSegs,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20
BBC_URD_20090113.0021,171,9,آئینی ترمیم: ’کمیٹی تشکیل ہو گی‘,منگل کو اسلام آباد میں ماحولیاتی تبدیلیوں کے بارے میں ایک سمینار سے خطاب کے بعد میڈیا کے نمائندوں سے گفتگو کرتے ہوئے اُنہوں نے کہا کہ اس ضمن میں پارلیمانی پارٹی کا اجلاس طلب کیا جائے گا جس میں اس کمیٹی کی تشکیل کی جائے گی۔,انہوں نے کہا کہ ابھی تک متحدہ قومی موومنٹ کی طرف سے سترہویں ترمیم کے خاتمے کے لیے آئینی ترمیمی بل قومی اسمبلی میں پیش کیا گیا ہے جبکہ دیگر سیاسی جماعتیں بھی اس ضمن میں آئینی ترمیمی بل پارلیمنٹ میں پیش کریں گی۔,انہوں نے کہا کہ سترہویں ترمیم کے خاتمے کے لیے پاکستان پیپلز پارٹی نے بھی تمام سیاسی جماعتوں کو بھی ایک مسودہ بھیجا ہے اور یہ کمیٹی اس مسودے کا بھی جائزہ لے گی۔,ایک سوال کے جواب میں اُنہوں نے کہا کہ صدر اور وزیر اعظم کے درمیان اختیارات کے توازن کا فیصلہ پارلیمنٹ کرے گی۔,وزیر اعظم نے کہا کہ پارلیمنٹ تمام فیصلے کرنے میں با اختیار ہے۔,ایک اور سوال کے جواب میں اُنہوں نے کہا کہ سابق صدر جنرل ریٹائرڈ پرویز مشرف سے آرمی چیف کا عہدہ چھوڑنے کے حوالے سے سیاسی جماعتوں کے کردار کے علاوہ سابق وزیر اعظم اور پاکستان پیپلز پارٹی کی چیئرپرسن بینظیر بھٹو کا بھی اہم کردار ہے جنہوں نے عالمی برادری پر زور دیا کہ وہ سابق صدر پرویز مشرف پر یونیفارم اُتارنے کے لیے زور دیں۔,انہوں نے کہا کہ منتخب امریکی نائب صدر جو بائیڈن پاکستان اور جمہوریت کے حامی ہیں اور اُن کی خدمات کے صلے میں صدر پاکستان نے اُنہیں ہلالِ پاکستان کا اعزاز دیا ہے۔,ممبئی واقعہ کے بعد بھارتی حکومت کی طرف سے پاکستان کے ساتھ ہر قسم کے تعلقات منقطع کرنے کی دھمکی کے بارے میں ایک سوال کے جواب میں یوسف رضا گیلانی نے کہا کہ بھارتی حکمرانوں کو اس وقت عوام کا شدید دباؤ ہے جس کی وجہ سے وہ ایسے بیانات دیتے ہیں۔,,,,,,,,,,,
urd-WL-86-174276-11370238-post1,1568,9,پاکستان اور سری لنکاکے درمیان تین ایک روزہ میچز کی سیریز میں سری لنکا نے پاکستان کو 1-2 سے شکست دے دی۔,پہلے ایک روزہ میچ میں پاکستان نے سری لنکا کو شکست سے دوچار کیا تاہم اگلے دو میچزمیں سری لنکا نے کامیابی حاصل کی۔,تیسرے ایک روزہ میچ میں قومی کرکٹ ٹیم کی کارکردگی انتہائی ناقص رہی ، قومی ٹیم سری لنکا کے 309رنز کے جواب میں صرف 23 اوورز میں75 رنز پر ڈھیرہوگئی اور یوں اسے عبرت ناک شکست کا سامنا کرنا پڑا۔,سیریز کے نتیجے سے یہ ثابت ہوتا ہے کہ قومی کرکٹ ٹیم کی کارکردگی میں تسلسل نہیں ہے۔,ہوم گراؤنڈ اور تمام تر دعووں کے باوجود قومی ٹیم شکست سے دوچار ہوئی ، آپ کے خیال میں اس کی کیا وجوہات ہیں؟,ارباب اختیار کوکھیل کے کن شعبوں پر زیادہ توجہ دینے کی ضرورت ہے؟,آپ ٹیم کے انتخاب سے مطمئن ہیں؟,آپ شکست کی ذمہ داری کس شعبے پر عائد کریں گے، فیلڈنگ، بیٹنگ یا باؤلنگ؟,اپنی رائے سے آگاہ کریں۔,,,,,,,,,,,
BBC_URD_20090126.0006,313,9,ایدھی غزہ کے امدادی مشن پر,غزہ میں داخل ہونے کے لیے درکار اجازت حاصل کرنے کے کئی مراحل سے گزرنے کے بعد وہ اب تک نیو یارک سے مصر پہنچنے میں کامیاب ہو سکے ہیں۔,قاہرہ سے بی بی سی اردو سروس سے بات کرتے ہوئے انہوں نے کہا کہ وہ ابھی تک غزہ نہیں پہنچ پائے کیونکہ مصر اور اسرائیل نے بہت رکاوٹیں کھڑی کی ہوئی ہیں۔,انہوں نے کہا کہ مجھے یہاں آئے آٹھ دن ہو گئے ہیں اور ابھی تک غزہ جانے کی اجازت نہیں ملی۔,’میں اس وقت قاہرہ میں ہوں اور امید ہے کہ کل غزہ جانے کی اجازت مل جائے گی۔,انہوں نے تفصیل بتاتے ہوئے کہا: ’مجھے پہلے غزہ جانے کے لیے صرف سات دن کا ویزہ دیا گیا تھا اور بعد میں میرے اصرار پر پاکستانی حکام نے میری مدد کی اور اسے بڑھوا کر ایک مہینے کا کروایا لیکن اس شرط پر کہ میں صرف ایک مرتبہ غزہ جاؤں گا یعنی سنگل اینٹری۔,انہوں نے کہ ان کے ساتھ ان کا بیٹا اور بیٹیاں ہیں اور وہ غزہ میں امدادی کام کرنا چاہتے ہیں۔,’میں کچھ پیسے لے کر آیا ہوں۔,مصر کی ریڈ کراس کو ایک لاکھ ڈالر کا چیک دیا ہے اور دس ہزار ڈالر نقد بھی دیے ہیں تاکہ وہ غزہ میں امدادی سامان بھیج دیں۔,,,,,,,,,,,
BBC_URD_20090131.0009,379,9,ریپیبلیکن کے رہنما بھی سیاہ فام منتخب,ریپبلکن پارٹی میں انتخابات کے چھٹے دور میں مائیکل سٹیل نے جیت حاصل کی جنہیں ایک سواڑسٹھ ووٹوں میں سے اکانوے ووٹ حاصل ہوئے۔,پارٹی میں چیئرمین کے عہدے کے لیے انتخابات میں سٹیل کےمدمقابل امیدوار کیٹن ڈاؤسن کو ستتر ووٹ ملے جبکہ سابق چیئرمین ڈنکن دوسرے مرحلے میں مقابلے سے دستربردار ہوگئے تھے۔,نامہ نگاروں کا کہنا ہے کہ ریپبلکن پارٹی کی چیئرمین شپ کے لیے جو پانچ امیدوار کھڑے ہوئے تھے ان میں مائیکل سٹیل سب سے اعتدال پسند رہنما تسلیم کیے جاتے ہیں۔,جیت کے بعد اپنے خطاب میں مائیکل سٹیل نے کہا’ ہم اپنے دوستوں اور حریفوں سے ایک ساتھ یہ کہنے جارہے ہیں کہ آپ ہمارے ساتھ آئیں لیکن جو لوگ اس میں رخنہ ڈالنا چاہیں گے وہ ہم سے دور ہونے کے لیے تیار ہو جائیں۔ مائیکل سٹیل کا تعلق میری لینڈ سے ہے جہاں وہ ڈپٹی گورنر بھی رہ چکے ہیں۔,دو ہزار چھ میں انہیں اس وقت شہرت ملی جب وہ سینیٹ کی ایک سیٹ کے لیے انتخاب میں کھڑے ہوئے تھے۔,لیکن سینیٹ کے انتخابات میں ہارنے کے بعد وہ پارٹی کی ایک پولیٹیکل کنزرویٹیو کمیٹی کے چیئرمین بنا دیئے گئے تھے۔,اب پارٹی کے چیئرمین منتخب ہونے کے بعد ریپبلیکن پارٹی کی ملک گیر مہم کی کوششیں ان کی سر پرستی میں ہوں گی۔,انہوں نے انتخاب اس وعدے پر لڑاہے کہ وہ پارٹی کو ایک نئی جہت دیں گے اور قدامت پرست حامیوں کو پارٹی سے جوڑنے کے لیے نئی تکنیکی کا استعمال کریں گے۔,,,,,,,,,,,
urd-WL-86-174276-11370234-post1,1542,9,ممتاز گلوکار عدنان سمیع پر ان کی اہلیہ نے تشدد کرنے کا الزام عائد کرتے ہوئے ممبئی کے ایک تھانے پہنچ گئیں,،تھانے نے انہیں عدالت سے رجوع کرنے کی ہدایت کی ہے۔,عدنان سمیع کی بیوی صباء گلاداری نے اپنے شوہر کے خلاف درخواست دی کہ عدنان سمیع ان پر مسلسل تشدد کرتے ہیں,اور غیر انسانی سلوک روا رکھے ہوئے ہیں،,اب یہ بات ان کی برداشت سے باہر ہوگئی ہے لہٰذا عدنان سمیع کے خلاف مقدمہ درج کیا جائے,،پولیس نے مقدمہ درج کرنے کی بجائے یہ کہہ کر انہیں عدالت سے رجوع کرنے کی ہدایت کی کہ یہ معاملہ قابل دست اندازی پولیس نہیں ہے۔,آپ کے خیال میں عدنان سمیع پر ان کی اہلیہ کا الزام درست ہے؟,کہیں یہ الزام عدنان سمیع کو بدنام کرنے کی بھارتی کوشش تو نہیں؟,اس بارے میں اپنی رائے سے آگاہ کریں۔,,,,,,,,,,,
VOA_URD_20090116.0014,634,9,امریکہ میں ایک اور بھارتی سافٹ ویئر انجنیئر کی ہلاکت,امریکہ میں آندھرا پردیش سے تعلق رکھنے والے ایک اور سافٹ ویئر انجبیئر کو نامعلوم حملہ آوروں نے گولی مار کر ہلاک کردیا۔,سکندرآباد میں رہنے والے 26سالہ اکشے وِشال کو دو دن قبل ریاست آرکینسا میں نامعلوم حملہ آورنے گولی ماردی۔ ہسپتال میں طبی امداد کے دوران وِشال نے دم توڑ دیا۔,وہ ستیم کمپیوٹرز کا ملازم تھا اور امریکہ میں فالکن جیٹ ایئرویز میں خدمات انجام دے رہا تھا۔,گذشتہ ایک سال میں آندھرا پردیش سے تعلق رکھنے والے سات طالب علم امریکہ میں غیر سماجی عناصر کے ہاتھوں ہلاک ہوچکے ہیں۔,امریکہ میں اعلیٰ تعلیم اور ملازمت کے حصول کے لیے جانے والے طلبا کی بڑھتی ہوئی ہلاکتوں نے صوبے میں اُن ہزاروں خاندانوں میں تشویش پیدا کردی ہے جِن کے بچے امریکہ میں مقیم ہیں۔,واضح رہے کہ اعلیٰ تعلیم اور بہتر مستقبل کے لیے آندھرا پردیش میں امریکہ کو ترجیح دی جاتی ہے۔,چنائی میں امریکی قونصلیٹ کے اعداد و شمار کے مطابق جنوبی بھارت سے امریکی ویزا کے لیے ہر سال ایک لاکھ دوخواستیں وصول ہوتی ہیں جِن میں سب سے زیادہ یعنی 40 فی صد آندھرا پردیش سے ہوتی ہیں۔,اِسی دوران صوبائی حکومت نے مقتول کی لاش حیدرآباد لانے کی کوششیں شروع کر دی ہیں۔,,,,,,,,,,,
urd-WL-77-174260-11358562-post1,1351,9,صوبہ سرحد کے شورش زدہ علاقے سوات میں ایک سال سے زائد عرصے سے فوجی کارروائی جاری ہونے کے باوجود حالات بد سے بدتر ہوتے جا رہے ہیں۔,ایک طرف حکومت کی اس علاقے میں رٹ صرف قومی اسمبلی میں مذمتی قرارداد منظور کرنے کی حد تک رہ گئی ہے، اور دوسری طرف طالبان کے غیر قانونی ریڈیو ایف ایم چینل کا اثر و رسوخ سوات میں کہیں زیادہ ہوتا جا رہا ہے۔,تیسری طرف عام شہری اسی میں عافیت سمجھتا ہے کہ اس علاقے میں جس کی عملاً عملداری ہے اسی کی سنی جائے۔,سوات میں سکیورٹی فورسز کی کارروائی کے دوران تقریباً گن شپ ہیلی کاپٹروں اور توپ خانوں کی بمباری سے کئی شدت پسندوں کی ہلاکت کے دعوے کیے جانتے ہیں، لیکن ان ہلاکتوں کے باوجود طالبان نہ صرف زیادہ مستحکم ہوئے ہیں بلکہ ان کی عملداری ایک اندازے کے مطابق اسی فیصد سوات پر قائم ہوگئی۔,نتیجہ یہ کہ ایک طرف حکومت اپنی ناکامی ماننے کے لیے تیار نہیں اور دوسری طرف طالبان مستحکم۔,بیچ میں پسا کون، بے چارے شہری۔,سوات میں اب کہا جاتا ہے کہ کسی نے پوچھا کہ طالبان کیسے لوگ ہیں تو جواب ملا بہت اچھے کیونکہ وہ دین کے محافظ ہیں اور &#39;اللہ اور دین کے دشمنوں&#39; کے خلاف لڑتے ہیں۔,پھر پوچھا گیا کہ فوج کیسی ہے تو جواب ملا کہ بہت اچھی کیونکہ وہ &#39;وطن کی حفاظت کرتے ہیں اور ملک کے دشمنوں کے خلاف&#39; لڑتی ہے۔,تو پھر پوچھا گیا کہ دین اور وطن کے دشمن کون ہیں تو جواب ملا ہم شہری۔,,,,,,,,,,,
BBC_URD_20090110.0010,128,9,140 سالہ، نو کلو وزنی لابسٹر آزاد,’جارج دی جائنٹ لابسٹر‘ کو دو ہفتے قبل ایک سمندر سے پکڑا گیا تھا۔,شہر کی سمندری خوراک کی کمپنی نے اسے سو ڈالر میں خریدا تھا,اور فوراً ہی لابسٹر کی تصاویر کو اپنی تشہیر کی لیے استعمال کرنا شروع کردیا تھا۔,تاہم جانوروں کے تحفظ کے لیے کام کرنے والے ایک گروپ ’پیٹا‘ نے لابسٹر کو چھوڑنے کا مطالبہ کیا جس کے نتیجے میں اب اسے واپس سمندر میں چھوڑ دیا جائے گا۔,جارج کو کینیڈا میں سمندر سے پکڑا گیا تھا جس کے بعد اس نے سٹی کریب اینڈ سی فوڈ کمپنی کے ٹینک میں دس دن گزارے۔,لابسٹر کی عمر کا اندازہ اس کے وزن سے کیا جاسکتا ہے۔,ریستوران کے مینیجر کیتھ والنتی کا کہنا ہے کہ ان کا ارادہ لابسٹر کو کوئی نقصان پہنچانا ہرگز نہیں تھا اور اسے ٹینک میں رکھنے کا مقصد صارفین کی دلچسپی کا سامان مہیا کرنا تھا۔,جانوروں کے تحفظ کے ادارے پیٹا سے تعلق رکھنے والے انگرڈ نیوکرک کا کہنا ہے کہ ریستوران کا فیصلہ قابل تعریف ہے اور ان لوگوں کے لیے ایک مثال ہے جو ایسے نایاب جانوروں کو یا تو ٹینک میں رکھنا چاہتے ہیں یا انہیں زندہ ابال کر کھانا چاہتے ہیں۔,,,,,,,,,,,
VOA_URD_20090122.0022,675,9,افغانستان : ووٹر رجسٹریشن خطرے میں پڑ گئى,افغانستان کے الیکشن کمیشن نے کہا ہے کہ وہ سلامتی کے بارے میں تشویش کی وجہ سے جنوب کے کچھ علاقوں میں ووٹر رجسٹریشن میں تاخیر کررہا ہے۔,جنوبی افغانستان میں عن قریب ہونے والے صدارتی انتخاب کے لیے ووٹر رجسٹریشن اس ہفتے شروع ہوئى تھی۔,لیکن کمیشن نے کہا ہے کہ جب تک سکیوریٹی کی صورتِ حال بہتر نہیں ہوگی، صوبہ ہلمند کے کچھ علاقوں میں ووٹر خود کو رجسٹر نہیں کرا سکیں گے۔,جنوب کے اُن علاقوں میں پچھلے سال سے تشدد میں اضافہ ہوگیا ہے، جہاں طالبان باغیوں نے افغان فوج اور بین الاقوامی فوجوں پر اپنے حملے بڑھا دیے ہیں۔,اسی دوران ، افغان فوج اور بین الاقوامی فوجوں نے کہا ہے کہ اُنہوں نے بدھ اور جمعرات کی درمیانی رات افغانستان کے طول عرض میں جھڑپوں کے دوران کم سے کم 28جنگجوؤں کو ہلاک کردیا۔,نیٹو نے کہا ہے کہ اُس کی فوجوں نے پاکستان کی سرحد کے قریب مشرقی صوبے خوست میں فضائى اور زمینی حملوں میں 22 جنگجوؤں کو ہلاک کیا۔,اس سے پہلے افغان وزارتِ دفاع نے کہا تھا کہ اسی صوبے میں افغان فوج نے آٹھ باغیوں کو ہلاک اور دو کو زخمی کردیا۔,یہ واضح نہیں کہ آیا افغان عہدے داروں نے اُسی واقعے کا حوالہ دیا ہے۔,,,,,,,,,,,
urd-WL-77-174260-11358562-post5,1360,9,میں حیران ہوں کہ پاکستانی فوج بھارتی فوج کے ساتھ کیسے لڑے گی جو وہ طالبان کے ایک چھوٹے سے گروپ کو کنٹرول نہیں کر سکی۔,طالبان کا غیر قانونی طور پر چلنے والا ایف ایم چینل کو ٹریک نہ کرسکے جو کہ میرے خیال میں بہت آسان ہے۔,لیکن پھر بھی یہ ایف ایم پورے آب و تاب کے ساتھ زہر اگل رہا ہے۔,بچیوں کے سکولوں۔ کے بعد اب لڑکوں کے سکول تباہ کیے جا رہے ہیں۔,کرفیو لگایا جاتا ہے تاکہ طالبان آسانی سے نقل و حرکت کرسکیں۔,آج رات کرفیو کے دوران آٹھ ٹرک کرفیو کے دوران مینگورہ کے مضافات میں گھس کر مورچے بنا دیے۔,سوال یہ پیدا ہوتا ہے کہ وہ کرفیو کے باوجود وہاں کیسے پہنچے۔,فوج اکبر بگٹی کو تو گھر میں قتل کرتکتی ہے اور طالبان کو شلامی کرتی ہے۔,اللہ کے لیے کوئی اس فوج کو سمجھائے کہ سوات کی بے بس عوام کو طالبان کی گرفت سے نکالے اور یہ ثابت کرے کہ پاکستانی فوج کسی بھی دشمن پر حاوی ہو سکتی ہے۔,,,,,,,,,,,
